customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
CUST00937,126,5,3342.44,2,4,4,244,Loyal Customers
CUST00938,26,3,4648.540799999999,4,3,5,435,Big Spenders
CUST00939,9,1,560.91,5,1,1,511,Recent Customers
CUST00940,236,2,1727.24,1,2,3,123,At Risk
CUST00941,183,5,3758.0600000000004,1,4,4,144,Loyal Customers
CUST00942,7,1,407.18,5,1,1,511,Recent Customers
CUST00943,346,5,3965.95,1,4,4,144,Loyal Customers
CUST00944,74,6,4456.65,3,5,5,355,Loyal Customers
CUST00945,4,1,1143.18,5,1,2,512,Recent Customers
CUST00946,173,1,542.29,1,1,1,111,At Risk
CUST00947,41,9,8603.45,4,5,5,455,Champions
CUST00948,79,1,923.64,3,1,2,312,Regular Customers
CUST00949,130,2,1269.04,2,2,2,222,At Risk
CUST00950,209,3,3765.9,1,3,4,134,Regular Customers
CUST00951,62,1,602.19,3,1,1,311,Regular Customers
CUST00952,42,8,4710.47,4,5,5,455,Champions
CUST00953,9,3,1925.94,5,3,3,533,Regular Customers
CUST00954,25,2,769.86,4,2,1,421,Recent Customers
CUST00955,63,2,748.92,3,2,1,321,Regular Customers
CUST00956,31,7,5800.25,4,5,5,455,Champions
CUST00957,37,3,1481.5,4,3,2,432,Regular Customers
CUST00958,160,2,1033.42,1,2,2,122,At Risk
CUST00959,63,7,3865.13,3,5,4,354,Loyal Customers
CUST00960,146,4,3772.4900000000002,2,4,4,244,Loyal Customers
CUST00961,151,6,4247.5599999999995,1,5,5,155,Loyal Customers
CUST00962,22,1,349.41,4,1,1,411,Recent Customers
CUST00963,103,1,641.2,2,1,1,211,At Risk
CUST00964,219,3,2167.08,1,3,3,133,Regular Customers
CUST00965,8,2,507.14,5,2,1,521,Recent Customers
CUST00966,40,1,2196.79,4,1,3,413,Recent Customers
CUST00967,218,2,2065.27,1,2,3,123,At Risk
CUST00968,98,6,6505.79,2,5,5,255,Loyal Customers
CUST00969,31,4,2654.59,4,4,4,444,Champions
CUST00970,188,3,1607.64,1,3,3,133,Regular Customers
CUST00971,62,8,5099.62,3,5,5,355,Loyal Customers
CUST00972,64,5,5941.2,3,4,5,345,Loyal Customers
CUST00973,22,7,2980.9700000000003,4,5,4,454,Champions
CUST00974,79,5,3559.55,3,4,4,344,Loyal Customers
CUST00975,50,4,2517.6099999999997,3,4,3,343,Loyal Customers
CUST00976,5,7,5388.240799999999,5,5,5,555,Champions
CUST00977,5,2,1375.4499999999998,5,2,2,522,Recent Customers
CUST00978,307,1,725.16,1,1,1,111,At Risk
CUST00979,103,8,6304.8099999999995,2,5,5,255,Loyal Customers
CUST00980,81,1,492.33,3,1,1,311,Regular Customers
CUST00981,103,8,6263.0,2,5,5,255,Loyal Customers
CUST00982,90,4,1862.8899999999999,2,4,3,243,Loyal Customers
CUST00983,256,2,1982.29,1,2,3,123,At Risk
CUST00984,44,2,1055.25,4,2,2,422,Recent Customers
CUST00985,85,1,734.6,2,1,1,211,At Risk
CUST00986,62,5,3357.17,3,4,4,344,Loyal Customers
CUST00987,7,5,5784.1,5,4,5,545,Champions
CUST00988,3,6,4188.58,5,5,5,555,Champions
CUST00989,158,5,4165.87,1,4,5,145,Loyal Customers
CUST00990,167,8,6096.85,1,5,5,155,Loyal Customers
CUST00991,41,11,11377.010799999998,4,5,5,455,Champions
CUST00992,272,5,4442.45,1,4,5,145,Loyal Customers
CUST00993,164,7,6785.33,1,5,5,155,Loyal Customers
CUST00994,52,5,4659.69,3,4,5,345,Loyal Customers
CUST00995,159,4,2523.84,1,4,3,143,Loyal Customers
CUST00996,8,6,3267.7200000000003,5,5,4,554,Champions
CUST00997,180,1,325.85,1,1,1,111,At Risk
CUST00998,63,4,3519.26,3,4,4,344,Loyal Customers
CUST00999,148,7,4930.56,1,5,5,155,Loyal Customers
CUST01000,52,3,2789.66,3,3,4,334,Regular Customers
CUST01001,313,5,4064.54,1,4,5,145,Loyal Customers
CUST01002,71,5,2761.33,3,4,4,344,Loyal Customers
CUST01003,138,1,944.62,2,1,2,212,At Risk
CUST01004,215,7,5508.220799999998,1,5,5,155,Loyal Customers
CUST01005,144,1,1329.67,2,1,2,212,At Risk
CUST01006,4,1,404.58,5,1,1,511,Recent Customers
CUST01007,86,4,1916.8200000000002,2,4,3,243,Loyal Customers
CUST01008,269,1,473.15,1,1,1,111,At Risk
CUST01009,41,1,334.39,4,1,1,411,Recent Customers
CUST01010,22,1,531.29,4,1,1,411,Recent Customers
CUST01011,365,4,1951.66,1,4,3,143,Loyal Customers
CUST01012,30,4,2561.7,4,4,4,444,Champions
CUST01013,307,2,1302.3899999999999,1,2,2,122,At Risk
CUST01014,137,7,3972.09,2,5,4,254,Loyal Customers
CUST01015,39,3,1760.74,4,3,3,433,Regular Customers
CUST01016,0,2,879.1499999999999,5,2,2,522,Recent Customers
CUST01017,133,5,4886.54,2,4,5,245,Loyal Customers
CUST01018,4,1,403.76,5,1,1,511,Recent Customers
CUST01019,290,2,1151.0900000000001,1,2,2,122,At Risk
CUST01020,131,1,236.73,2,1,1,211,At Risk
CUST01021,15,2,1013.42,5,2,2,522,Recent Customers
CUST01022,252,2,1528.4,1,2,2,122,At Risk
CUST01023,204,1,948.21,1,1,2,112,At Risk
CUST01024,20,1,370.39,4,1,1,411,Recent Customers
CUST01025,29,5,6092.71,4,4,5,445,Champions
CUST01026,65,2,759.58,3,2,1,321,Regular Customers
CUST01027,58,4,4029.9500000000003,3,4,5,345,Loyal Customers
CUST01028,173,1,2343.2407999999987,1,1,3,113,At Risk
CUST01029,110,3,1246.4,2,3,2,232,Regular Customers
CUST01030,32,11,7824.530799999999,4,5,5,455,Champions
CUST01031,174,5,3089.5600000000004,1,4,4,144,Loyal Customers
CUST01032,11,1,624.38,5,1,1,511,Recent Customers
CUST01033,14,10,5486.38,5,5,5,555,Champions
CUST01034,100,9,5240.5599999999995,2,5,5,255,Loyal Customers
CUST01035,5,7,3702.49,5,5,4,554,Champions
CUST01036,141,6,5297.63,2,5,5,255,Loyal Customers
CUST01037,8,1,681.83,5,1,1,511,Recent Customers
CUST01038,52,4,1834.46,3,4,3,343,Loyal Customers
CUST01039,129,3,1893.67,2,3,3,233,Regular Customers
CUST01040,130,1,594.23,2,1,1,211,At Risk
CUST01041,164,1,149.0,1,1,1,111,At Risk
CUST01042,0,1,610.96,5,1,1,511,Recent Customers
CUST01043,74,1,464.25,3,1,1,311,Regular Customers
CUST01044,84,1,2141.49,3,1,3,313,Regular Customers
CUST01045,143,2,1560.91,2,2,3,223,At Risk
CUST01046,105,1,1032.89,2,1,2,212,At Risk
CUST01047,149,1,389.07,1,1,1,111,At Risk
CUST01048,128,1,616.59,2,1,1,211,At Risk
CUST01049,144,1,345.2,2,1,1,211,At Risk
CUST01050,5,2,1629.56,5,2,3,523,Recent Customers
CUST01051,103,2,1390.63,2,2,2,222,At Risk
CUST01052,173,1,763.75,1,1,1,111,At Risk
CUST01053,146,2,2622.57,2,2,4,224,At Risk
CUST01054,176,5,2628.9300000000003,1,4,4,144,Loyal Customers
CUST01055,206,4,4625.5599999999995,1,4,5,145,Loyal Customers
CUST01056,64,6,4860.58,3,5,5,355,Loyal Customers
CUST01057,2,1,916.36,5,1,2,512,Recent Customers
CUST01058,110,3,1535.77,2,3,2,232,Regular Customers
CUST01059,146,1,601.72,2,1,1,211,At Risk
CUST01060,52,2,1762.54,3,2,3,323,Regular Customers
CUST01061,2,3,1789.86,5,3,3,533,Regular Customers
CUST01062,294,5,2991.27,1,4,4,144,Loyal Customers
CUST01063,20,1,259.22,4,1,1,411,Recent Customers
CUST01064,6,2,898.3599999999999,5,2,2,522,Recent Customers
CUST01065,3,2,1035.32,5,2,2,522,Recent Customers
CUST01066,11,1,816.92,5,1,2,512,Recent Customers
CUST01067,25,2,1043.57,4,2,2,422,Recent Customers
CUST01068,130,5,3945.95,2,4,4,244,Loyal Customers
CUST01069,55,1,1446.51,3,1,2,312,Regular Customers
CUST01070,11,8,5227.41,5,5,5,555,Champions
CUST01071,14,1,690.61,5,1,1,511,Recent Customers
CUST01072,183,1,377.27,1,1,1,111,At Risk
CUST01073,80,3,3650.290799999999,3,3,4,334,Regular Customers
CUST01074,114,3,1784.42,2,3,3,233,Regular Customers
CUST01075,26,2,1464.29,4,2,2,422,Recent Customers
CUST01076,83,6,2467.42,3,5,3,353,Loyal Customers
CUST01077,68,1,1080.77,3,1,2,312,Regular Customers
CUST01078,156,2,777.22,1,2,2,122,At Risk
CUST01079,177,1,1832.92,1,1,3,113,At Risk
CUST01080,117,3,1250.62,2,3,2,232,Regular Customers
CUST01081,19,4,4027.1899999999996,5,4,5,545,Champions
CUST01082,35,1,1181.66,4,1,2,412,Recent Customers
CUST01083,236,2,767.05,1,2,1,121,At Risk
CUST01084,76,8,4552.1900000000005,3,5,5,355,Loyal Customers
CUST01085,358,1,1786.06,1,1,3,113,At Risk
CUST01086,71,5,3512.67,3,4,4,344,Loyal Customers
CUST01087,2,1,839.43,5,1,2,512,Recent Customers
CUST01088,0,1,361.44,5,1,1,511,Recent Customers
CUST01089,25,1,337.51,4,1,1,411,Recent Customers
CUST01090,144,2,1200.77,2,2,2,222,At Risk
CUST01091,87,1,505.4,2,1,1,211,At Risk
CUST01092,196,9,7414.120799999999,1,5,5,155,Loyal Customers
CUST01093,285,3,1477.44,1,3,2,132,Regular Customers
CUST01094,72,6,4050.79,3,5,5,355,Loyal Customers
CUST01095,41,2,1152.1100000000001,4,2,2,422,Recent Customers
CUST01096,3,6,4814.21,5,5,5,555,Champions
CUST01097,233,5,2841.22,1,4,4,144,Loyal Customers
CUST01098,198,2,1964.25,1,2,3,123,At Risk
CUST01099,14,10,6243.88,5,5,5,555,Champions
CUST01100,24,1,491.36,4,1,1,411,Recent Customers
CUST01101,10,1,732.91,5,1,1,511,Recent Customers
CUST01102,79,7,4318.54,3,5,5,355,Loyal Customers
CUST01103,76,4,2384.85,3,4,3,343,Loyal Customers
CUST01104,99,4,2069.01,2,4,3,243,Loyal Customers
CUST01105,84,3,1353.63,3,3,2,332,Regular Customers
CUST01106,81,1,1006.69,3,1,2,312,Regular Customers
CUST01107,91,2,980.0699999999999,2,2,2,222,At Risk
CUST01108,40,4,2883.75,4,4,4,444,Champions
CUST01109,25,1,304.94,4,1,1,411,Recent Customers
CUST01110,260,6,3554.06,1,5,4,154,Loyal Customers
CUST01111,95,7,7703.55,2,5,5,255,Loyal Customers
CUST01112,57,4,2800.7700000000004,3,4,4,344,Loyal Customers
CUST01113,107,4,1674.12,2,4,3,243,Loyal Customers
CUST01114,147,1,831.94,2,1,2,212,At Risk
CUST01115,17,10,6722.41,5,5,5,555,Champions
CUST01116,54,1,2054.97,3,1,3,313,Regular Customers
CUST01117,42,8,5543.8,4,5,5,455,Champions
CUST01118,170,5,2165.5,1,4,3,143,Loyal Customers
CUST01119,124,1,654.67,2,1,1,211,At Risk
CUST01120,61,3,2357.69,3,3,3,333,Regular Customers
CUST01121,88,1,149.0,2,1,1,211,At Risk
CUST01122,6,1,1209.05,5,1,2,512,Recent Customers
CUST01123,182,2,958.69,1,2,2,122,At Risk
CUST01124,172,9,5960.1,1,5,5,155,Loyal Customers
CUST01125,245,5,4034.96,1,4,5,145,Loyal Customers
CUST01126,16,2,2073.54,5,2,3,523,Recent Customers
CUST01127,130,2,774.6899999999999,2,2,1,221,At Risk
CUST01128,182,1,1108.73,1,1,2,112,At Risk
CUST01129,157,1,675.97,1,1,1,111,At Risk
CUST01130,99,4,2506.58,2,4,3,243,Loyal Customers
CUST01131,22,4,3713.8100000000004,4,4,4,444,Champions
CUST01132,4,6,5419.860000000001,5,5,5,555,Champions
CUST01133,36,2,779.1500000000001,4,2,2,422,Recent Customers
CUST01134,78,6,5320.070799999999,3,5,5,355,Loyal Customers
CUST01135,93,3,3301.2607999999987,2,3,4,234,Regular Customers
CUST01136,97,7,3931.0,2,5,4,254,Loyal Customers
CUST01137,115,3,1483.05,2,3,2,232,Regular Customers
CUST01138,134,5,2475.44,2,4,3,243,Loyal Customers
CUST01139,21,1,2270.63,4,1,3,413,Recent Customers
CUST01140,22,5,4021.81,4,4,5,445,Champions
CUST01141,115,1,691.6,2,1,1,211,At Risk
CUST01142,40,2,1015.4200000000001,4,2,2,422,Recent Customers
CUST01143,0,1,438.47,5,1,1,511,Recent Customers
CUST01144,38,3,3548.18,4,3,4,434,Regular Customers
CUST01145,183,3,1800.48,1,3,3,133,Regular Customers
CUST01146,23,6,5057.68,4,5,5,455,Champions
CUST01147,1,5,3143.68,5,4,4,544,Champions
CUST01148,128,9,6527.14,2,5,5,255,Loyal Customers
CUST01149,72,6,3722.95,3,5,4,354,Loyal Customers
CUST01150,167,5,2478.69,1,4,3,143,Loyal Customers
CUST01151,105,4,3131.54,2,4,4,244,Loyal Customers
CUST01152,1,7,6158.0599999999995,5,5,5,555,Champions
CUST01153,33,1,714.43,4,1,1,411,Recent Customers
CUST01154,55,4,2889.22,3,4,4,344,Loyal Customers
CUST01155,1,4,2257.0899999999997,5,4,3,543,Loyal Customers
CUST01156,7,4,2151.96,5,4,3,543,Loyal Customers
CUST01157,0,5,3696.5,5,4,4,544,Champions
CUST01158,42,3,3526.580799999999,4,3,4,434,Regular Customers
CUST01159,68,5,3132.18,3,4,4,344,Loyal Customers
CUST01160,166,3,1700.8000000000002,1,3,3,133,Regular Customers
CUST01161,154,5,4953.99,1,4,5,145,Loyal Customers
CUST01162,175,2,2483.96,1,2,3,123,At Risk
CUST01163,375,1,379.14,1,1,1,111,At Risk
CUST01164,37,1,965.68,4,1,2,412,Recent Customers
CUST01165,155,2,1690.75,1,2,3,123,At Risk
CUST01166,41,4,3104.76,4,4,4,444,Champions
CUST01167,23,8,5924.16,4,5,5,455,Champions
CUST01168,14,1,510.5,5,1,1,511,Recent Customers
CUST01169,54,1,1183.74,3,1,2,312,Regular Customers
CUST01170,139,2,1210.01,2,2,2,222,At Risk
CUST01171,132,1,744.73,2,1,1,211,At Risk
CUST01172,27,9,7960.78,4,5,5,455,Champions
CUST01173,78,5,3912.61,3,4,4,344,Loyal Customers
CUST01174,89,3,1722.3700000000001,2,3,3,233,Regular Customers
CUST01175,48,8,5633.0,3,5,5,355,Loyal Customers
CUST01176,215,1,149.0,1,1,1,111,At Risk
CUST01177,56,3,2144.58,3,3,3,333,Regular Customers
CUST01178,67,3,1298.14,3,3,2,332,Regular Customers
CUST01179,108,1,536.83,2,1,1,211,At Risk
CUST01180,23,2,2328.54,4,2,3,423,Recent Customers
CUST01181,137,1,296.32,2,1,1,211,At Risk
CUST01182,108,4,3106.33,2,4,4,244,Loyal Customers
CUST01183,6,3,1498.98,5,3,2,532,Regular Customers
CUST01184,30,4,2161.4,4,4,3,443,Loyal Customers
CUST01185,23,6,5763.86,4,5,5,455,Champions
CUST01186,153,3,2962.35,1,3,4,134,Regular Customers
CUST01187,26,3,1729.96,4,3,3,433,Regular Customers
CUST01188,92,2,688.52,2,2,1,221,At Risk
CUST01189,161,3,3126.0299999999997,1,3,4,134,Regular Customers
CUST01190,27,4,2968.92,4,4,4,444,Champions
CUST01191,52,1,510.71,3,1,1,311,Regular Customers
CUST01192,24,4,2428.7599999999998,4,4,3,443,Loyal Customers
CUST01193,457,1,270.13,1,1,1,111,At Risk
CUST01194,85,3,1852.1599999999999,2,3,3,233,Regular Customers
CUST01195,94,1,542.27,2,1,1,211,At Risk
CUST01196,111,3,3110.08,2,3,4,234,Regular Customers
CUST01197,77,2,406.22,3,2,1,321,Regular Customers
CUST01198,31,1,592.73,4,1,1,411,Recent Customers
CUST01199,359,3,2144.4,1,3,3,133,Regular Customers
CUST01200,58,1,524.27,3,1,1,311,Regular Customers
CUST01201,158,7,5885.4,1,5,5,155,Loyal Customers
CUST01202,132,1,650.67,2,1,1,211,At Risk
CUST01203,60,2,584.44,3,2,1,321,Regular Customers
CUST01204,81,7,4565.2699999999995,3,5,5,355,Loyal Customers
CUST01205,262,4,1861.62,1,4,3,143,Loyal Customers
CUST01206,73,1,819.46,3,1,2,312,Regular Customers
CUST01207,110,2,638.4200000000001,2,2,1,221,At Risk
CUST01208,95,3,1407.5300000000002,2,3,2,232,Regular Customers
CUST01209,14,6,2839.8,5,5,4,554,Champions
CUST01210,266,1,429.55,1,1,1,111,At Risk
CUST01211,5,5,3668.5099999999998,5,4,4,544,Champions
CUST01212,20,6,5551.95,4,5,5,455,Champions
CUST01213,163,1,492.41,1,1,1,111,At Risk
CUST01214,124,4,4829.180799999998,2,4,5,245,Loyal Customers
CUST01215,80,4,3464.2299999999996,3,4,4,344,Loyal Customers
CUST01216,107,1,1022.33,2,1,2,212,At Risk
CUST01217,163,2,1295.0,1,2,2,122,At Risk
CUST01218,0,5,3872.15,5,4,4,544,Champions
CUST01219,86,2,832.04,2,2,2,222,At Risk
CUST01220,98,1,1095.74,2,1,2,212,At Risk
CUST01221,13,1,405.2,5,1,1,511,Recent Customers
CUST01222,18,1,1199.39,5,1,2,512,Recent Customers
CUST01223,118,6,3738.91,2,5,4,254,Loyal Customers
CUST01224,33,1,1005.1,4,1,2,412,Recent Customers
CUST01225,97,1,620.28,2,1,1,211,At Risk
CUST01226,37,4,2967.87,4,4,4,444,Champions
CUST01227,43,5,2824.19,4,4,4,444,Champions
CUST01228,212,4,2998.23,1,4,4,144,Loyal Customers
CUST01229,147,4,1965.74,2,4,3,243,Loyal Customers
CUST01230,112,2,1398.63,2,2,2,222,At Risk
CUST01231,226,1,872.98,1,1,2,112,At Risk
CUST01232,183,2,906.6800000000001,1,2,2,122,At Risk
CUST01233,64,7,6627.36,3,5,5,355,Loyal Customers
CUST01234,115,3,2999.91,2,3,4,234,Regular Customers
CUST01235,161,5,3111.29,1,4,4,144,Loyal Customers
CUST01236,6,10,5515.45,5,5,5,555,Champions
CUST01237,103,3,1474.19,2,3,2,232,Regular Customers
CUST01238,68,6,4787.57,3,5,5,355,Loyal Customers
CUST01239,193,1,592.44,1,1,1,111,At Risk
CUST01240,19,1,434.11,5,1,1,511,Recent Customers
CUST01241,38,1,185.08,4,1,1,411,Recent Customers
CUST01242,29,9,10650.67,4,5,5,455,Champions
CUST01243,74,3,1470.48,3,3,2,332,Regular Customers
CUST01244,34,5,3977.53,4,4,4,444,Champions
CUST01245,255,2,1283.42,1,2,2,122,At Risk
CUST01246,262,3,2938.8999999999996,1,3,4,134,Regular Customers
CUST01247,3,1,1439.66,5,1,2,512,Recent Customers
CUST01248,103,1,1386.38,2,1,2,212,At Risk
CUST01249,57,4,2733.47,3,4,4,344,Loyal Customers
CUST01250,175,1,612.27,1,1,1,111,At Risk
CUST01251,52,11,6352.58,3,5,5,355,Loyal Customers
CUST01252,38,4,2575.58,4,4,4,444,Champions
CUST01253,99,2,2035.62,2,2,3,223,At Risk
CUST01254,76,2,2465.71,3,2,3,323,Regular Customers
CUST01255,78,1,2060.75,3,1,3,313,Regular Customers
CUST01256,286,1,564.83,1,1,1,111,At Risk
CUST01257,27,5,3430.98,4,4,4,444,Champions
CUST01258,250,7,4454.38,1,5,5,155,Loyal Customers
CUST01259,94,6,4645.31,2,5,5,255,Loyal Customers
CUST01260,9,1,913.67,5,1,2,512,Recent Customers
CUST01261,18,1,345.05,5,1,1,511,Recent Customers
CUST01262,25,1,195.09,4,1,1,411,Recent Customers
CUST01263,32,9,6440.45,4,5,5,455,Champions
CUST01264,51,2,2890.16,3,2,4,324,Regular Customers
CUST01265,15,2,1398.17,5,2,2,522,Recent Customers
CUST01266,51,6,4779.33,3,5,5,355,Loyal Customers
CUST01267,58,8,5703.88,3,5,5,355,Loyal Customers
CUST01268,19,7,6083.44,5,5,5,555,Champions
CUST01269,57,1,534.09,3,1,1,311,Regular Customers
CUST01270,57,1,309.87,3,1,1,311,Regular Customers
CUST01271,12,1,529.98,5,1,1,511,Recent Customers
CUST01272,44,1,1860.0,4,1,3,413,Recent Customers
CUST01273,149,2,1602.01,1,2,3,123,At Risk
CUST01274,25,7,5246.08,4,5,5,455,Champions
CUST01275,34,3,2647.93,4,3,4,434,Regular Customers
CUST01276,120,4,2151.47,2,4,3,243,Loyal Customers
CUST01277,99,5,3500.13,2,4,4,244,Loyal Customers
CUST01278,65,4,2385.52,3,4,3,343,Loyal Customers
CUST01279,101,1,1494.42,2,1,2,212,At Risk
CUST01280,35,8,8071.46,4,5,5,455,Champions
CUST01281,215,3,1971.02,1,3,3,133,Regular Customers
CUST01282,78,1,499.65,3,1,1,311,Regular Customers
CUST01283,40,10,6697.49,4,5,5,455,Champions
CUST01284,192,5,4033.89,1,4,5,145,Loyal Customers
CUST01285,124,8,6478.76,2,5,5,255,Loyal Customers
CUST01286,226,3,2241.96,1,3,3,133,Regular Customers
CUST01287,89,3,1584.08,2,3,3,233,Regular Customers
CUST01288,132,1,486.14,2,1,1,211,At Risk
CUST01289,3,1,742.76,5,1,1,511,Recent Customers
CUST01290,53,2,1164.42,3,2,2,322,Regular Customers
CUST01291,193,4,2476.76,1,4,3,143,Loyal Customers
CUST01292,41,2,2412.52,4,2,3,423,Recent Customers
CUST01293,15,7,5039.13,5,5,5,555,Champions
CUST01294,3,1,750.26,5,1,1,511,Recent Customers
CUST01295,121,4,4108.030799999999,2,4,5,245,Loyal Customers
CUST01296,16,2,1024.56,5,2,2,522,Recent Customers
CUST01297,2,4,1798.5700000000002,5,4,3,543,Loyal Customers
CUST01298,329,4,1161.46,1,4,2,142,Regular Customers
CUST01299,171,3,2011.06,1,3,3,133,Regular Customers
CUST01300,46,7,4203.76,4,5,5,455,Champions
CUST01301,85,4,1662.8999999999999,2,4,3,243,Loyal Customers
CUST01302,1,8,6399.610000000001,5,5,5,555,Champions
CUST01303,20,2,1442.63,4,2,2,422,Recent Customers
CUST01304,27,5,2476.58,4,4,3,443,Loyal Customers
CUST01305,50,1,311.4,3,1,1,311,Regular Customers
CUST01306,54,6,7388.34,3,5,5,355,Loyal Customers
CUST01307,234,2,1179.22,1,2,2,122,At Risk
CUST01308,119,3,2085.04,2,3,3,233,Regular Customers
CUST01309,73,6,3102.24,3,5,4,354,Loyal Customers
CUST01310,139,5,4044.83,2,4,5,245,Loyal Customers
CUST01311,43,5,3799.01,4,4,4,444,Champions
CUST01312,14,5,4551.03,5,4,5,545,Champions
CUST01313,4,6,7208.910799999999,5,5,5,555,Champions
CUST01314,1,5,4109.4400000000005,5,4,5,545,Champions
CUST01315,222,1,473.31,1,1,1,111,At Risk
CUST01316,120,1,407.44,2,1,1,211,At Risk
CUST01317,256,4,3389.0,1,4,4,144,Loyal Customers
CUST01318,130,2,911.45,2,2,2,222,At Risk
CUST01319,111,1,336.29,2,1,1,211,At Risk
CUST01320,150,3,1828.6799999999998,1,3,3,133,Regular Customers
CUST01321,99,6,2320.32,2,5,3,253,Loyal Customers
CUST01322,96,4,3476.6,2,4,4,244,Loyal Customers
CUST01323,276,3,1273.29,1,3,2,132,Regular Customers
CUST01324,227,1,967.23,1,1,2,112,At Risk
CUST01325,186,5,5335.230799999998,1,4,5,145,Loyal Customers
CUST01326,131,3,4393.63,2,3,5,235,Big Spenders
CUST01327,83,5,6114.08,3,4,5,345,Loyal Customers
CUST01328,54,2,2001.3,3,2,3,323,Regular Customers
CUST01329,61,3,1252.03,3,3,2,332,Regular Customers
CUST01330,3,5,5048.89,5,4,5,545,Champions
CUST01331,14,6,5693.12,5,5,5,555,Champions
CUST01332,17,4,3364.3,5,4,4,544,Champions
CUST01333,47,1,420.65,3,1,1,311,Regular Customers
CUST01334,160,4,2962.17,1,4,4,144,Loyal Customers
CUST01335,75,4,3549.84,3,4,4,344,Loyal Customers
CUST01336,1,2,910.6700000000001,5,2,2,522,Recent Customers
CUST01337,49,1,793.95,3,1,2,312,Regular Customers
CUST01338,7,1,232.88,5,1,1,511,Recent Customers
CUST01339,162,1,450.33,1,1,1,111,At Risk
CUST01340,76,1,624.33,3,1,1,311,Regular Customers
CUST01341,38,1,395.13,4,1,1,411,Recent Customers
CUST01342,84,3,2125.98,3,3,3,333,Regular Customers
CUST01343,4,6,3668.71,5,5,4,554,Champions
CUST01344,395,1,1054.04,1,1,2,112,At Risk
CUST01345,38,1,2343.2407999999987,4,1,3,413,Recent Customers
CUST01346,38,10,6605.54,4,5,5,455,Champions
CUST01347,128,1,316.63,2,1,1,211,At Risk
CUST01348,140,4,2160.61,2,4,3,243,Loyal Customers
CUST01349,83,2,2446.67,3,2,3,323,Regular Customers
CUST01350,190,2,1242.73,1,2,2,122,At Risk
CUST01351,30,1,542.87,4,1,1,411,Recent Customers
CUST01352,123,7,5877.57,2,5,5,255,Loyal Customers
CUST01353,73,1,597.26,3,1,1,311,Regular Customers
CUST01354,2,2,1041.99,5,2,2,522,Recent Customers
CUST01355,88,1,547.04,2,1,1,211,At Risk
CUST01356,42,2,1149.21,4,2,2,422,Recent Customers
CUST01357,126,6,4681.22,2,5,5,255,Loyal Customers
CUST01358,18,1,862.52,5,1,2,512,Recent Customers
CUST01359,106,5,3628.17,2,4,4,244,Loyal Customers
CUST01360,160,8,5876.730799999998,1,5,5,155,Loyal Customers
CUST01361,5,1,805.77,5,1,2,512,Recent Customers
CUST01362,80,4,2803.19,3,4,4,344,Loyal Customers
CUST01363,83,4,3031.55,3,4,4,344,Loyal Customers
CUST01364,148,1,1261.0,1,1,2,112,At Risk
CUST01365,247,2,749.98,1,2,1,121,At Risk
CUST01366,98,6,3862.08,2,5,4,254,Loyal Customers
CUST01367,56,1,363.62,3,1,1,311,Regular Customers
CUST01368,308,1,498.64,1,1,1,111,At Risk
CUST01369,24,1,477.43,4,1,1,411,Recent Customers
CUST01370,161,3,3575.2599999999998,1,3,4,134,Regular Customers
CUST01371,8,2,2334.49,5,2,3,523,Recent Customers
CUST01372,71,1,366.8,3,1,1,311,Regular Customers
CUST01373,45,1,291.54,4,1,1,411,Recent Customers
CUST01374,88,1,282.0,2,1,1,211,At Risk
CUST01375,64,3,2044.1399999999999,3,3,3,333,Regular Customers
CUST01376,34,1,541.57,4,1,1,411,Recent Customers
CUST01377,9,1,387.27,5,1,1,511,Recent Customers
CUST01378,117,1,348.74,2,1,1,211,At Risk
CUST01379,186,1,2343.2407999999987,1,1,3,113,At Risk
CUST01380,44,5,2855.06,4,4,4,444,Champions
CUST01381,2,8,5555.42,5,5,5,555,Champions
CUST01382,4,3,1589.74,5,3,3,533,Regular Customers
CUST01383,13,4,2106.63,5,4,3,543,Loyal Customers
CUST01384,145,6,7203.980799999998,2,5,5,255,Loyal Customers
CUST01385,0,5,2613.37,5,4,4,544,Champions
CUST01386,14,6,7173.83,5,5,5,555,Champions
CUST01387,128,7,6963.04,2,5,5,255,Loyal Customers
CUST01388,70,2,2844.6407999999988,3,2,4,324,Regular Customers
CUST01389,70,4,2967.57,3,4,4,344,Loyal Customers
CUST01390,9,4,3249.7799999999997,5,4,4,544,Champions
CUST01391,94,3,3715.46,2,3,4,234,Regular Customers
CUST01392,16,1,1415.53,5,1,2,512,Recent Customers
CUST01393,85,4,2203.42,2,4,3,243,Loyal Customers
CUST01394,16,5,5665.21,5,4,5,545,Champions
CUST01395,32,6,6043.93,4,5,5,455,Champions
CUST01396,127,1,826.44,2,1,2,212,At Risk
CUST01397,4,7,6176.97,5,5,5,555,Champions
CUST01398,57,1,1672.19,3,1,3,313,Regular Customers
CUST01399,19,7,4005.24,5,5,5,555,Champions
CUST01400,134,2,863.9,2,2,2,222,At Risk
CUST01401,75,2,1991.48,3,2,3,323,Regular Customers
CUST01402,254,2,1474.48,1,2,2,122,At Risk
CUST01403,329,4,2287.41,1,4,3,143,Loyal Customers
CUST01404,202,9,6788.52,1,5,5,155,Loyal Customers
CUST01405,140,3,2413.52,2,3,3,233,Regular Customers
CUST01406,222,5,5888.31,1,4,5,145,Loyal Customers
