customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,churn_next_60d,snapshot_date,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,sentiment_score,reopened,resolution_hours,Retention_Priority,churn_flag,retention_value,expected_net_value
CUST01137,115,3,1483.05,2,3,2,232,Regular Customers,1,2025-09-30,9,47,2,3,1,4,0,19,-0.66,0.0,32.800000000000004,Regular Engagement,1,1483.05,1333.05
CUST01138,134,5,2475.44,2,4,3,243,Loyal Customers,1,2025-09-30,2,8,1,0,0,0,0,37,0.77,0.0,9.1,Engagement Recovery,1,2475.44,2325.44
CUST01139,21,1,2270.63,4,1,3,413,Recent Customers,0,2025-09-30,4,16,1,1,0,0,0,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01140,22,5,4021.81,4,4,5,445,Champions,0,2025-09-30,3,14,1,0,0,0,0,6,0.2,0.0,16.3,Regular Engagement,0,0.0,-150.0
CUST01141,115,1,691.6,2,1,1,211,At Risk,1,2025-09-30,2,6,1,0,0,1,0,29,1.0,0.0,15.2,Win-Back Campaign,1,691.6,541.6
CUST01142,40,2,1015.4200000000001,4,2,2,422,Recent Customers,0,2025-09-30,19,99,1,2,1,3,1,6,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01143,0,1,438.47,5,1,1,511,Recent Customers,0,2025-09-30,1,4,0,0,0,1,0,10,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01144,38,3,3548.18,4,3,4,434,Regular Customers,0,2025-09-30,6,17,1,2,0,4,0,10,0.03,0.0,13.4,Regular Engagement,0,0.0,-150.0
CUST01145,183,3,1800.48,1,3,3,133,Regular Customers,1,2025-09-30,2,11,0,0,0,3,1,38,-0.95,0.0,33.0,Regular Engagement,1,1800.48,1650.48
CUST01146,23,6,5057.68,4,5,5,455,Champions,0,2025-09-30,12,34,3,3,2,0,0,6,,,,Regular Engagement,0,0.0,-150.0
CUST01147,1,5,3143.68,5,4,4,544,Champions,0,2025-09-30,12,60,5,1,3,0,0,3,-0.595,0.0,26.6,Service Recovery,0,0.0,-150.0
CUST01148,128,9,6527.14,2,5,5,255,Loyal Customers,1,2025-09-30,1,3,0,0,0,0,0,26,-0.02666666666666667,0.0,12.566666666666668,Engagement Recovery,1,6527.14,6377.14
CUST01149,72,6,3722.95,3,5,4,354,Loyal Customers,0,2025-09-30,0,0,0,0,0,2,0,20,-0.44,0.0,23.1,Regular Engagement,0,0.0,-150.0
CUST01150,167,5,2478.69,1,4,3,143,Loyal Customers,1,2025-09-30,3,13,1,0,1,1,0,35,-1.0,0.0,34.2,Engagement Recovery,1,2478.69,2328.69
CUST01151,105,4,3131.54,2,4,4,244,Loyal Customers,1,2025-09-30,1,5,0,0,0,2,1,26,-0.67,1.0,40.1,Engagement Recovery,1,3131.54,2981.54
CUST01152,1,7,6158.0599999999995,5,5,5,555,Champions,0,2025-09-30,9,35,2,1,1,0,0,17,-0.18,1.0,38.2,Service Recovery,0,0.0,-150.0
CUST01153,33,1,714.43,4,1,1,411,Recent Customers,1,2025-09-30,7,36,4,2,1,6,1,2,-1.0,0.0,32.7,Onboarding & Nurture,1,714.43,564.43
CUST01154,55,4,2889.22,3,4,4,344,Loyal Customers,0,2025-09-30,11,49,1,3,1,8,3,10,,,,Regular Engagement,0,0.0,-150.0
CUST01155,1,4,2257.0899999999997,5,4,3,543,Loyal Customers,0,2025-09-30,12,35,4,1,1,5,0,5,-0.765,0.0,31.4,Regular Engagement,0,0.0,-150.0
CUST01156,7,4,2151.96,5,4,3,543,Loyal Customers,0,2025-09-30,5,20,2,1,1,0,0,5,,,,Regular Engagement,0,0.0,-150.0
CUST01157,0,5,3696.5,5,4,4,544,Champions,0,2025-09-30,7,42,2,2,0,3,1,10,-0.215,0.0,12.35,Service Recovery,0,0.0,-150.0
CUST01158,42,3,3526.580799999999,4,3,4,434,Regular Customers,0,2025-09-30,11,37,1,3,1,0,0,6,0.58,0.0,23.1,Regular Engagement,0,0.0,-150.0
CUST01159,68,5,3132.18,3,4,4,344,Loyal Customers,0,2025-09-30,2,6,1,1,0,2,0,7,-0.595,0.0,26.3,Regular Engagement,0,0.0,-150.0
CUST01160,166,3,1700.8000000000002,1,3,3,133,Regular Customers,1,2025-09-30,2,7,1,0,0,0,0,32,-0.61,0.0,23.1,Regular Engagement,1,1700.8000000000002,1550.8000000000002
CUST01161,154,5,4953.99,1,4,5,145,Loyal Customers,1,2025-09-30,5,24,1,1,1,0,0,31,0.42,1.0,12.3,Engagement Recovery,1,4953.99,4803.99
CUST01162,175,2,2483.96,1,2,3,123,At Risk,0,2025-09-30,1,4,0,0,0,5,0,54,,,,Win-Back Campaign,0,0.0,-150.0
CUST01163,375,1,379.14,1,1,1,111,At Risk,1,2025-09-30,3,10,1,0,0,0,0,60,-0.4,0.0,45.1,Win-Back Campaign,1,379.14,229.14
CUST01164,37,1,965.68,4,1,2,412,Recent Customers,1,2025-09-30,15,47,1,4,1,2,0,7,,,,Onboarding & Nurture,1,965.68,815.68
CUST01165,155,2,1690.75,1,2,3,123,At Risk,1,2025-09-30,5,14,1,0,1,0,0,31,,,,Win-Back Campaign,1,1690.75,1540.75
CUST01166,41,4,3104.76,4,4,4,444,Champions,1,2025-09-30,2,8,0,0,0,0,0,0,-0.6699999999999999,2.0,40.349999999999994,Critical Retention,1,3104.76,2954.76
CUST01167,23,8,5924.16,4,5,5,455,Champions,0,2025-09-30,3,8,1,1,1,5,0,0,0.06,0.0,23.4,Regular Engagement,0,0.0,-150.0
CUST01168,14,1,510.5,5,1,1,511,Recent Customers,0,2025-09-30,8,26,1,1,0,6,2,2,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01169,54,1,1183.74,3,1,2,312,Regular Customers,0,2025-09-30,13,54,6,3,3,10,5,5,-1.0,1.0,38.9,Regular Engagement,0,0.0,-150.0
CUST01170,139,2,1210.01,2,2,2,222,At Risk,1,2025-09-30,2,11,0,0,0,1,0,41,0.46,0.0,16.2,Win-Back Campaign,1,1210.01,1060.01
CUST01171,132,1,744.73,2,1,1,211,At Risk,0,2025-09-30,3,17,1,1,0,0,0,28,,,,Win-Back Campaign,0,0.0,-150.0
CUST01172,27,9,7960.78,4,5,5,455,Champions,0,2025-09-30,4,22,1,0,0,0,0,6,,,,Regular Engagement,0,0.0,-150.0
CUST01173,78,5,3912.61,3,4,4,344,Loyal Customers,0,2025-09-30,9,35,2,3,0,0,0,18,-0.65,0.0,17.1,Regular Engagement,0,0.0,-150.0
CUST01174,89,3,1722.3700000000001,2,3,3,233,Regular Customers,1,2025-09-30,10,51,2,2,1,3,1,10,-0.6,0.0,13.8,Regular Engagement,1,1722.3700000000001,1572.3700000000001
CUST01175,48,8,5633.0,3,5,5,355,Loyal Customers,0,2025-09-30,9,31,1,2,0,3,1,7,,,,Regular Engagement,0,0.0,-150.0
CUST01176,215,1,149.0,1,1,1,111,At Risk,1,2025-09-30,6,35,3,1,1,3,1,44,,,,Win-Back Campaign,1,149.0,-1.0
CUST01177,56,3,2144.58,3,3,3,333,Regular Customers,0,2025-09-30,0,0,0,0,0,0,0,8,,,,Regular Engagement,0,0.0,-150.0
CUST01178,67,3,1298.14,3,3,2,332,Regular Customers,1,2025-09-30,10,59,2,1,1,2,1,23,,,,Regular Engagement,1,1298.14,1148.14
CUST01179,108,1,536.83,2,1,1,211,At Risk,1,2025-09-30,5,13,2,0,1,0,0,8,,,,Win-Back Campaign,1,536.83,386.83000000000004
CUST01180,23,2,2328.54,4,2,3,423,Recent Customers,0,2025-09-30,2,10,0,1,0,4,1,10,-0.365,0.0,25.05,Onboarding & Nurture,0,0.0,-150.0
CUST01181,137,1,296.32,2,1,1,211,At Risk,1,2025-09-30,2,6,1,0,0,0,0,14,0.36,0.0,26.4,Win-Back Campaign,1,296.32,146.32
CUST01182,108,4,3106.33,2,4,4,244,Loyal Customers,0,2025-09-30,8,33,4,2,2,0,0,31,,,,Engagement Recovery,0,0.0,-150.0
CUST01183,6,3,1498.98,5,3,2,532,Regular Customers,0,2025-09-30,0,0,0,0,0,0,0,3,-0.07,0.0,5.3,Regular Engagement,0,0.0,-150.0
CUST01184,30,4,2161.4,4,4,3,443,Loyal Customers,0,2025-09-30,5,26,2,0,1,3,1,25,,,,Engagement Recovery,0,0.0,-150.0
CUST01185,23,6,5763.86,4,5,5,455,Champions,0,2025-09-30,1,3,0,0,0,6,2,17,-0.46499999999999997,1.0,23.0,Service Recovery,0,0.0,-150.0
CUST01186,153,3,2962.35,1,3,4,134,Regular Customers,1,2025-09-30,1,3,0,0,0,0,0,36,0.11,0.0,21.6,Regular Engagement,1,2962.35,2812.35
CUST01187,26,3,1729.96,4,3,3,433,Regular Customers,0,2025-09-30,3,13,0,0,0,0,0,13,-1.0,0.0,16.7,Regular Engagement,0,0.0,-150.0
CUST01188,92,2,688.52,2,2,1,221,At Risk,1,2025-09-30,14,35,3,4,1,7,3,8,-0.77,1.0,22.8,Win-Back Campaign,1,688.52,538.52
CUST01189,161,3,3126.0299999999997,1,3,4,134,Regular Customers,1,2025-09-30,7,34,2,1,1,0,0,16,0.07,0.0,19.4,Regular Engagement,1,3126.0299999999997,2976.0299999999997
CUST01190,27,4,2968.92,4,4,4,444,Champions,0,2025-09-30,3,13,1,0,0,0,0,0,,,,Regular Engagement,0,0.0,-150.0
CUST01191,52,1,510.71,3,1,1,311,Regular Customers,1,2025-09-30,1,3,0,0,0,0,0,13,,,,Regular Engagement,1,510.71,360.71
CUST01192,24,4,2428.7599999999998,4,4,3,443,Loyal Customers,0,2025-09-30,11,65,2,3,1,5,0,14,,,,Regular Engagement,0,0.0,-150.0
CUST01193,457,1,270.13,1,1,1,111,At Risk,1,2025-09-30,0,0,0,0,0,0,0,60,,,,Win-Back Campaign,1,270.13,120.13
CUST01194,85,3,1852.1599999999999,2,3,3,233,Regular Customers,1,2025-09-30,2,7,0,0,0,6,1,34,-0.28500000000000003,0.0,16.8,Regular Engagement,1,1852.1599999999999,1702.1599999999999
CUST01195,94,1,542.27,2,1,1,211,At Risk,1,2025-09-30,4,22,0,1,0,5,0,2,-0.95,0.0,29.2,Win-Back Campaign,1,542.27,392.27
CUST01196,111,3,3110.08,2,3,4,234,Regular Customers,1,2025-09-30,9,30,2,2,1,5,1,16,-0.06,0.0,1.0,Regular Engagement,1,3110.08,2960.08
CUST01197,77,2,406.22,3,2,1,321,Regular Customers,1,2025-09-30,3,12,0,1,0,8,3,18,,,,Regular Engagement,1,406.22,256.22
CUST01198,31,1,592.73,4,1,1,411,Recent Customers,0,2025-09-30,5,16,1,1,1,1,0,6,0.26,0.0,11.7,Onboarding & Nurture,0,0.0,-150.0
CUST01199,359,3,2144.4,1,3,3,133,Regular Customers,1,2025-09-30,1,5,1,0,1,0,0,60,-1.0,0.0,29.0,Regular Engagement,1,2144.4,1994.4
CUST01200,58,1,524.27,3,1,1,311,Regular Customers,0,2025-09-30,5,18,1,0,0,3,1,7,,,,Regular Engagement,0,0.0,-150.0
CUST01201,158,7,5885.4,1,5,5,155,Loyal Customers,1,2025-09-30,7,33,4,1,2,0,0,24,-0.5925,1.0,34.95,Engagement Recovery,1,5885.4,5735.4
CUST01202,132,1,650.67,2,1,1,211,At Risk,1,2025-09-30,10,26,1,0,1,7,3,33,,,,Win-Back Campaign,1,650.67,500.66999999999996
CUST01203,60,2,584.44,3,2,1,321,Regular Customers,0,2025-09-30,4,16,1,1,0,1,0,7,0.38,0.0,5.1,Regular Engagement,0,0.0,-150.0
CUST01204,81,7,4565.2699999999995,3,5,5,355,Loyal Customers,0,2025-09-30,0,0,0,0,0,0,0,17,-0.75,1.0,39.75,Regular Engagement,0,0.0,-150.0
CUST01205,262,4,1861.62,1,4,3,143,Loyal Customers,1,2025-09-30,1,5,0,0,0,2,0,38,,,,Engagement Recovery,1,1861.62,1711.62
CUST01206,73,1,819.46,3,1,2,312,Regular Customers,1,2025-09-30,10,52,1,2,0,0,0,30,,,,Regular Engagement,1,819.46,669.46
CUST01207,110,2,638.4200000000001,2,2,1,221,At Risk,1,2025-09-30,0,0,0,0,0,0,0,21,,,,Win-Back Campaign,1,638.4200000000001,488.4200000000001
CUST01208,95,3,1407.5300000000002,2,3,2,232,Regular Customers,0,2025-09-30,1,3,0,0,0,4,2,15,,,,Regular Engagement,0,0.0,-150.0
CUST01209,14,6,2839.8,5,5,4,554,Champions,0,2025-09-30,5,27,2,1,0,6,1,1,-1.0,0.0,53.6,Service Recovery,0,0.0,-150.0
CUST01210,266,1,429.55,1,1,1,111,At Risk,1,2025-09-30,0,0,0,0,0,5,1,54,,,,Win-Back Campaign,1,429.55,279.55
CUST01211,5,5,3668.5099999999998,5,4,4,544,Champions,0,2025-09-30,8,42,2,2,1,4,1,2,-0.007500000000000007,0.0,15.05,Service Recovery,0,0.0,-150.0
CUST01212,20,6,5551.95,4,5,5,455,Champions,0,2025-09-30,0,0,0,0,0,2,1,0,-0.48500000000000004,0.0,24.3,Service Recovery,0,0.0,-150.0
CUST01213,163,1,492.41,1,1,1,111,At Risk,1,2025-09-30,3,14,2,0,0,5,1,33,-1.0,0.0,30.3,Win-Back Campaign,1,492.41,342.41
CUST01214,124,4,4829.180799999998,2,4,5,245,Loyal Customers,1,2025-09-30,2,12,0,1,0,0,0,31,,,,Engagement Recovery,1,4829.180799999998,4679.180799999998
CUST01215,80,4,3464.2299999999996,3,4,4,344,Loyal Customers,0,2025-09-30,0,0,0,0,0,5,2,25,,,,Engagement Recovery,0,0.0,-150.0
CUST01216,107,1,1022.33,2,1,2,212,At Risk,1,2025-09-30,10,57,1,2,0,5,2,24,,,,Win-Back Campaign,1,1022.33,872.33
CUST01217,163,2,1295.0,1,2,2,122,At Risk,1,2025-09-30,6,33,1,0,1,0,0,36,,,,Win-Back Campaign,1,1295.0,1145.0
CUST01218,0,5,3872.15,5,4,4,544,Champions,0,2025-09-30,6,26,1,1,1,0,0,2,-0.53,1.0,20.7,Service Recovery,0,0.0,-150.0
CUST01219,86,2,832.04,2,2,2,222,At Risk,0,2025-09-30,5,15,1,0,0,1,0,20,-0.28500000000000003,0.0,32.9,Win-Back Campaign,0,0.0,-150.0
CUST01220,98,1,1095.74,2,1,2,212,At Risk,1,2025-09-30,1,3,1,0,0,0,0,25,,,,Win-Back Campaign,1,1095.74,945.74
CUST01221,13,1,405.2,5,1,1,511,Recent Customers,0,2025-09-30,6,18,1,1,1,2,0,21,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01222,18,1,1199.39,5,1,2,512,Recent Customers,0,2025-09-30,0,0,0,0,0,5,1,14,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01223,118,6,3738.91,2,5,4,254,Loyal Customers,1,2025-09-30,1,4,0,0,0,0,0,29,0.13,0.0,2.0,Engagement Recovery,1,3738.91,3588.91
CUST01224,33,1,1005.1,4,1,2,412,Recent Customers,1,2025-09-30,7,26,3,1,2,4,2,7,,,,Onboarding & Nurture,1,1005.1,855.1
CUST01225,97,1,620.28,2,1,1,211,At Risk,1,2025-09-30,3,16,2,1,1,1,0,13,-0.95,0.0,31.9,Win-Back Campaign,1,620.28,470.28
CUST01226,37,4,2967.87,4,4,4,444,Champions,1,2025-09-30,6,35,2,0,1,0,0,14,-0.625,0.0,19.55,Critical Retention,1,2967.87,2817.87
CUST01227,43,5,2824.19,4,4,4,444,Champions,1,2025-09-30,8,48,2,1,1,0,0,6,-0.98,1.0,43.2,Critical Retention,1,2824.19,2674.19
CUST01228,212,4,2998.23,1,4,4,144,Loyal Customers,1,2025-09-30,1,6,0,0,0,1,0,28,,,,Engagement Recovery,1,2998.23,2848.23
CUST01229,147,4,1965.74,2,4,3,243,Loyal Customers,1,2025-09-30,5,15,3,1,1,0,0,8,-0.41,0.0,9.8,Regular Engagement,1,1965.74,1815.74
CUST01230,112,2,1398.63,2,2,2,222,At Risk,1,2025-09-30,2,8,0,0,0,1,0,24,,,,Win-Back Campaign,1,1398.63,1248.63
CUST01231,226,1,872.98,1,1,2,112,At Risk,0,2025-09-30,0,0,0,0,0,0,0,41,,,,Win-Back Campaign,0,0.0,-150.0
CUST01232,183,2,906.6800000000001,1,2,2,122,At Risk,1,2025-09-30,8,34,3,1,1,0,0,39,,,,Win-Back Campaign,1,906.6800000000001,756.6800000000001
CUST01233,64,7,6627.36,3,5,5,355,Loyal Customers,0,2025-09-30,8,42,1,1,1,0,0,5,-0.26,0.0,13.7,Regular Engagement,0,0.0,-150.0
CUST01234,115,3,2999.91,2,3,4,234,Regular Customers,1,2025-09-30,3,10,1,1,0,4,1,32,,,,Regular Engagement,1,2999.91,2849.91
CUST01235,161,5,3111.29,1,4,4,144,Loyal Customers,1,2025-09-30,3,12,1,0,0,2,1,26,,,,Engagement Recovery,1,3111.29,2961.29
CUST01236,6,10,5515.45,5,5,5,555,Champions,0,2025-09-30,8,37,3,2,1,2,0,0,-0.57,0.0,15.6,Service Recovery,0,0.0,-150.0
CUST01237,103,3,1474.19,2,3,2,232,Regular Customers,1,2025-09-30,1,3,0,0,0,2,0,10,-0.05,0.0,18.0,Regular Engagement,1,1474.19,1324.19
CUST01238,68,6,4787.57,3,5,5,355,Loyal Customers,0,2025-09-30,1,3,0,0,0,3,1,14,-0.45,1.0,19.3,Regular Engagement,0,0.0,-150.0
CUST01239,193,1,592.44,1,1,1,111,At Risk,0,2025-09-30,7,37,2,0,1,0,0,35,,,,Win-Back Campaign,0,0.0,-150.0
CUST01240,19,1,434.11,5,1,1,511,Recent Customers,1,2025-09-30,10,42,3,2,1,5,2,14,,,,Onboarding & Nurture,1,434.11,284.11
CUST01241,38,1,185.08,4,1,1,411,Recent Customers,0,2025-09-30,9,31,1,2,1,11,0,15,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01242,29,9,10650.67,4,5,5,455,Champions,0,2025-09-30,0,0,0,0,0,5,2,15,-0.455,1.0,17.45,Service Recovery,0,0.0,-150.0
CUST01243,74,3,1470.48,3,3,2,332,Regular Customers,1,2025-09-30,8,44,4,1,3,0,0,14,-0.22,0.0,39.2,Regular Engagement,1,1470.48,1320.48
CUST01244,34,5,3977.53,4,4,4,444,Champions,0,2025-09-30,7,37,2,0,1,0,0,4,-1.0,0.0,49.1,Service Recovery,0,0.0,-150.0
CUST01245,255,2,1283.42,1,2,2,122,At Risk,1,2025-09-30,2,6,0,0,0,0,0,60,,,,Win-Back Campaign,1,1283.42,1133.42
CUST01246,262,3,2938.8999999999996,1,3,4,134,Regular Customers,0,2025-09-30,1,4,0,0,0,8,3,60,-0.64,1.0,49.8,Regular Engagement,0,0.0,-150.0
CUST01247,3,1,1439.66,5,1,2,512,Recent Customers,0,2025-09-30,12,51,5,1,1,4,2,0,-1.0,0.0,44.4,Onboarding & Nurture,0,0.0,-150.0
CUST01248,103,1,1386.38,2,1,2,212,At Risk,0,2025-09-30,5,28,0,1,0,3,1,15,,,,Win-Back Campaign,0,0.0,-150.0
CUST01249,57,4,2733.47,3,4,4,344,Loyal Customers,0,2025-09-30,12,45,7,3,4,10,4,11,,,,Regular Engagement,0,0.0,-150.0
CUST01250,175,1,612.27,1,1,1,111,At Risk,0,2025-09-30,0,0,0,0,0,4,2,35,-0.93,0.0,24.3,Win-Back Campaign,0,0.0,-150.0
CUST01251,52,11,6352.58,3,5,5,355,Loyal Customers,1,2025-09-30,3,10,2,1,1,5,1,10,-0.6599999999999999,2.0,37.95,Regular Engagement,1,6352.58,6202.58
CUST01252,38,4,2575.58,4,4,4,444,Champions,1,2025-09-30,1,3,0,0,0,0,0,18,,,,Critical Retention,1,2575.58,2425.58
CUST01253,99,2,2035.62,2,2,3,223,At Risk,1,2025-09-30,13,62,4,3,2,7,1,27,,,,Win-Back Campaign,1,2035.62,1885.62
CUST01254,76,2,2465.71,3,2,3,323,Regular Customers,0,2025-09-30,3,16,1,1,0,0,0,4,-1.0,0.0,27.1,Regular Engagement,0,0.0,-150.0
CUST01255,78,1,2060.75,3,1,3,313,Regular Customers,0,2025-09-30,8,35,2,0,1,0,0,15,-0.55,1.0,19.0,Regular Engagement,0,0.0,-150.0
CUST01256,286,1,564.83,1,1,1,111,At Risk,1,2025-09-30,3,15,1,0,0,4,1,56,-0.74,1.0,21.9,Win-Back Campaign,1,564.83,414.83000000000004
CUST01257,27,5,3430.98,4,4,4,444,Champions,1,2025-09-30,4,21,0,0,0,6,0,4,-0.48,1.0,41.6,Critical Retention,1,3430.98,3280.98
CUST01258,250,7,4454.38,1,5,5,155,Loyal Customers,1,2025-09-30,7,18,2,2,1,3,0,60,-0.67,1.0,1.0,Engagement Recovery,1,4454.38,4304.38
CUST01259,94,6,4645.31,2,5,5,255,Loyal Customers,1,2025-09-30,0,0,0,0,0,0,0,10,-0.42,0.0,20.900000000000002,Regular Engagement,1,4645.31,4495.31
CUST01260,9,1,913.67,5,1,2,512,Recent Customers,0,2025-09-30,4,20,2,0,1,0,0,8,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01261,18,1,345.05,5,1,1,511,Recent Customers,0,2025-09-30,1,3,0,0,0,0,0,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01262,25,1,195.09,4,1,1,411,Recent Customers,1,2025-09-30,11,43,6,1,2,6,2,9,,,,Onboarding & Nurture,1,195.09,45.09
CUST01263,32,9,6440.45,4,5,5,455,Champions,0,2025-09-30,5,20,0,1,0,3,1,24,-0.47333333333333333,0.0,20.366666666666667,Engagement Recovery,0,0.0,-150.0
CUST01264,51,2,2890.16,3,2,4,324,Regular Customers,1,2025-09-30,6,21,1,1,0,3,1,16,,,,Regular Engagement,1,2890.16,2740.16
CUST01265,15,2,1398.17,5,2,2,522,Recent Customers,0,2025-09-30,12,38,2,3,1,1,0,10,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01266,51,6,4779.33,3,5,5,355,Loyal Customers,0,2025-09-30,8,42,3,2,1,0,0,17,-0.785,1.0,51.8,Regular Engagement,0,0.0,-150.0
CUST01267,58,8,5703.88,3,5,5,355,Loyal Customers,0,2025-09-30,2,5,1,1,0,4,1,26,-0.4,0.0,19.9,Engagement Recovery,0,0.0,-150.0
CUST01268,19,7,6083.44,5,5,5,555,Champions,1,2025-09-30,5,23,2,1,1,5,2,2,-0.675,1.0,45.55,Critical Retention,1,6083.44,5933.44
CUST01269,57,1,534.09,3,1,1,311,Regular Customers,0,2025-09-30,4,10,0,1,0,4,1,18,,,,Regular Engagement,0,0.0,-150.0
CUST01270,57,1,309.87,3,1,1,311,Regular Customers,0,2025-09-30,4,10,2,1,1,10,0,20,-1.0,0.0,36.1,Regular Engagement,0,0.0,-150.0
CUST01271,12,1,529.98,5,1,1,511,Recent Customers,0,2025-09-30,8,30,2,1,1,4,0,5,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01272,44,1,1860.0,4,1,3,413,Recent Customers,0,2025-09-30,1,5,0,0,0,0,0,8,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01273,149,2,1602.01,1,2,3,123,At Risk,1,2025-09-30,1,5,0,0,0,2,0,22,-1.0,0.0,46.6,Win-Back Campaign,1,1602.01,1452.01
CUST01274,25,7,5246.08,4,5,5,455,Champions,0,2025-09-30,15,49,6,1,4,0,0,0,-0.12666666666666668,0.0,22.96666666666667,Service Recovery,0,0.0,-150.0
CUST01275,34,3,2647.93,4,3,4,434,Regular Customers,0,2025-09-30,14,74,3,2,2,4,2,0,0.23,0.0,15.7,Regular Engagement,0,0.0,-150.0
CUST01276,120,4,2151.47,2,4,3,243,Loyal Customers,0,2025-09-30,3,12,0,1,0,0,0,22,-1.0,0.0,39.1,Engagement Recovery,0,0.0,-150.0
CUST01277,99,5,3500.13,2,4,4,244,Loyal Customers,1,2025-09-30,6,16,2,1,1,5,2,12,,,,Regular Engagement,1,3500.13,3350.13
CUST01278,65,4,2385.52,3,4,3,343,Loyal Customers,0,2025-09-30,1,5,0,0,0,0,0,6,-0.71,0.0,13.4,Regular Engagement,0,0.0,-150.0
CUST01279,101,1,1494.42,2,1,2,212,At Risk,1,2025-09-30,3,12,1,0,0,3,1,31,-0.26,0.0,29.5,Win-Back Campaign,1,1494.42,1344.42
CUST01280,35,8,8071.46,4,5,5,455,Champions,0,2025-09-30,5,18,1,1,0,3,0,0,,,,Regular Engagement,0,0.0,-150.0
CUST01281,215,3,1971.02,1,3,3,133,Regular Customers,1,2025-09-30,4,24,2,0,0,0,0,43,,,,Regular Engagement,1,1971.02,1821.02
CUST01282,78,1,499.65,3,1,1,311,Regular Customers,1,2025-09-30,5,14,1,0,0,3,0,22,0.17,0.0,24.9,Regular Engagement,1,499.65,349.65
CUST01283,40,10,6697.49,4,5,5,455,Champions,1,2025-09-30,7,39,2,0,1,0,0,0,-0.6699999999999999,0.0,15.833333333333334,Critical Retention,1,6697.49,6547.49
CUST01284,192,5,4033.89,1,4,5,145,Loyal Customers,1,2025-09-30,1,6,0,0,0,1,0,25,-0.4,1.0,21.9,Engagement Recovery,1,4033.89,3883.89
CUST01285,124,8,6478.76,2,5,5,255,Loyal Customers,1,2025-09-30,3,8,0,0,0,0,0,36,-1.0,0.0,14.4,Engagement Recovery,1,6478.76,6328.76
CUST01286,226,3,2241.96,1,3,3,133,Regular Customers,0,2025-09-30,2,5,1,1,0,1,0,45,,,,Regular Engagement,0,0.0,-150.0
CUST01287,89,3,1584.08,2,3,3,233,Regular Customers,0,2025-09-30,3,9,1,0,1,4,0,14,0.43,0.0,27.2,Regular Engagement,0,0.0,-150.0
CUST01288,132,1,486.14,2,1,1,211,At Risk,1,2025-09-30,0,0,0,0,0,1,0,25,,,,Win-Back Campaign,1,486.14,336.14
CUST01289,3,1,742.76,5,1,1,511,Recent Customers,0,2025-09-30,9,34,1,2,0,5,2,7,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01290,53,2,1164.42,3,2,2,322,Regular Customers,0,2025-09-30,9,40,0,2,0,0,0,15,,,,Regular Engagement,0,0.0,-150.0
CUST01291,193,4,2476.76,1,4,3,143,Loyal Customers,0,2025-09-30,3,9,1,1,0,0,0,29,-0.51,0.0,39.0,Engagement Recovery,0,0.0,-150.0
CUST01292,41,2,2412.52,4,2,3,423,Recent Customers,0,2025-09-30,3,15,1,0,0,0,0,24,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01293,15,7,5039.13,5,5,5,555,Champions,0,2025-09-30,0,0,0,0,0,4,0,1,-0.41,0.0,19.6,Service Recovery,0,0.0,-150.0
CUST01294,3,1,750.26,5,1,1,511,Recent Customers,0,2025-09-30,9,53,5,2,1,4,0,0,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01295,121,4,4108.030799999999,2,4,5,245,Loyal Customers,1,2025-09-30,11,53,6,3,3,2,0,20,-0.73,1.0,25.0,Regular Engagement,1,4108.030799999999,3958.0307999999986
CUST01296,16,2,1024.56,5,2,2,522,Recent Customers,0,2025-09-30,2,5,1,0,0,2,0,15,,,,Onboarding & Nurture,0,0.0,-150.0
CUST01297,2,4,1798.5700000000002,5,4,3,543,Loyal Customers,0,2025-09-30,6,17,2,1,1,0,0,4,-0.42000000000000004,2.0,39.35,Regular Engagement,0,0.0,-150.0
CUST01298,329,4,1161.46,1,4,2,142,Regular Customers,1,2025-09-30,0,0,0,0,0,0,0,60,-0.18,0.0,15.1,Regular Engagement,1,1161.46,1011.46
CUST01299,171,3,2011.06,1,3,3,133,Regular Customers,1,2025-09-30,8,48,1,2,0,0,0,35,,,,Regular Engagement,1,2011.06,1861.06
CUST01300,46,7,4203.76,4,5,5,455,Champions,0,2025-09-30,10,46,3,1,2,5,0,6,0.71,0.0,11.4,Regular Engagement,0,0.0,-150.0
